1,7.991370425034945
2,3.421198791093717
3,2.434725363507968
4,2.2893616680255233
5,1.9036163294418746
6,1.6001057405375216
7,1.0724731438198583
8,0.9885469792405438
9,0.916244220442888
10,0.7733517745599264
11,0.6899472020582547
12,0.5091404140995975
13,0.3920016687929063
14,0.3013843952342574
15,0.23487558227347252
16,0.1903395934893172
17,0.10613898850548488
18,0.060221328048356754
19,0.05735088619019176
20,0.04787543044268095
21,0.011881450589646564
22,0.006172270597344346
23,0.0011554344484267399
24,0.0005092903197646124
25,1.162917998145288e-05
26,2.5548292045921812e-11
